ym,crime,sexo,faixa,occ_1_vitima
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",19
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",237
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",21
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","40-59",1
2025-05,"ARMAS_E_MUNICOES","FEMININO","60+",3
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",10
2025-05,"ARMAS_E_MUNICOES","MASCULINO","40-59",23
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",2
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",32
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",14
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",3
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",26
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",37
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",14
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","25-39",4
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",92
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",8
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",2
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",33
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",15
2025-05,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",12
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",5
2025-05,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",18
2025-05,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",73
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",17
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",10
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",12
2025-05,"ARMAS_E_MUNICOES","FEMININO","18-24",2
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",23
2025-05,"TRANSITO","FEMININO","13-17",27
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",39
2025-05,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",3
2025-05,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",4
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",17
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","60+",3
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2025-05,"TRANSITO","FEMININO","0-12",14
2025-05,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",6
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",17
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",5
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",4
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",5
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",17
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",3
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",4
2025-05,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",2
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",1
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",2
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",3
2025-05,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",9
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",5
2025-05,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",7
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",6
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",14
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","60+",1
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","0-12",1
2025-05,"TRANSITO","IGNORADO","60+",3
2025-05,"ARMAS_E_MUNICOES","MASCULINO","18-24",4
2025-05,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",2
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",2
2025-05,"ARMAS_E_MUNICOES","MASCULINO","13-17",2
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","0-12",1
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",1
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","13-17",1
2025-05,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","0-12",1
2025-05,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",5
2025-05,"ARMAS_E_MUNICOES","FEMININO","40-59",11
2025-05,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","60+",1
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",1
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",4
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","0-12",1
2025-05,"LETAIS_E_VIOLENTOS","FEMININO","18-24",3
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","60+",1
2025-05,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",1
2025-05,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","18-24",1
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",4
2025-05,"FRAUDES_E_FE_PUBLICA","IGNORADO","13-17",1
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",2
2025-05,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",2
2025-05,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",3
2025-05,"ARMAS_E_MUNICOES","FEMININO","13-17",2
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",1
2025-05,"CRIMES_SEXUAIS_E_EXPLORACAO","IGNORADO","40-59",1
2025-05,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",1
2025-05,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",1
2025-05,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",1
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",88
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",3381
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1156
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",273
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",130
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1140
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",9
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",133
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",372
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1152
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1869
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1377
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",1765
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1733
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1124
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",1730
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",481
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",152
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1311
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",749
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",201
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",621
2025-06,"TRANSITO","MASCULINO","18-24",408
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1072
2025-06,"TRANSITO","MASCULINO","25-39",670
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",2737
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",337
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",740
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",84
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",356
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1302
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",47
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",334
2025-06,"TRANSITO","MASCULINO","40-59",565
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",10
2025-06,"TRANSITO","FEMININO","0-12",14
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",145
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",50
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1366
2025-06,"TRANSITO","MASCULINO","13-17",32
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",344
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",346
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",215
2025-06,"TRANSITO","FEMININO","60+",107
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",484
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",3
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",131
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",30
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",402
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",44
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1785
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",137
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",250
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",201
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",543
2025-06,"TRANSITO","MASCULINO","60+",225
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",34
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",42
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",131
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",474
2025-06,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",9
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",288
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",12
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",111
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",76
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",81
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",4
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",265
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",73
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",22
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",15
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",74
2025-06,"TRANSITO","FEMININO","13-17",27
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",13
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",14
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",18
2025-06,"TRANSITO","FEMININO","25-39",332
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",91
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",81
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",28
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",9
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",76
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",83
2025-06,"ARMAS_E_MUNICOES","MASCULINO","40-59",16
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",16
2025-06,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",83
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",75
2025-06,"TRANSITO","FEMININO","40-59",309
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",22
2025-06,"TRANSITO","FEMININO","18-24",142
2025-06,"ARMAS_E_MUNICOES","MASCULINO","25-39",22
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",16
2025-06,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",11
2025-06,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",3
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",15
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",33
2025-06,"TRANSITO","MASCULINO","0-12",19
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",30
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",3
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",2
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",8
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",44
2025-06,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",31
2025-06,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",9
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",6
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",1
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","60+",1
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",53
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",14
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",10
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",4
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",10
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",7
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","60+",2
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",7
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",20
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",9
2025-06,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",13
2025-06,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",7
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","60+",9
2025-06,"TRANSITO","IGNORADO","25-39",2
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",12
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",21
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",4
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",5
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2025-06,"ARMAS_E_MUNICOES","FEMININO","25-39",11
2025-06,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",2
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",26
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",1
2025-06,"ARMAS_E_MUNICOES","MASCULINO","60+",7
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",3
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",6
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",1
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",9
2025-06,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",1
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",10
2025-06,"ARMAS_E_MUNICOES","MASCULINO","13-17",1
2025-06,"TRANSITO","IGNORADO","60+",2
2025-06,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",3
2025-06,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","18-24",1
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",1
2025-06,"ARMAS_E_MUNICOES","FEMININO","40-59",7
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",9
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",2
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",1
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","25-39",7
2025-06,"ARMAS_E_MUNICOES","FEMININO","18-24",2
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",1
2025-06,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",4
2025-06,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",1
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","IGNORADO","25-39",1
2025-06,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",2
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",5
2025-06,"ARMAS_E_MUNICOES","MASCULINO","18-24",4
2025-06,"FRAUDES_E_FE_PUBLICA","IGNORADO","13-17",1
2025-06,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","25-39",2
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",2
2025-06,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2025-06,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","0-12",1
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",1
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","13-17",3
2025-06,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",1
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","60+",1
2025-06,"VULNERAVEIS_E_CUIDADO","IGNORADO","0-12",1
2025-06,"TRANSITO","IGNORADO","18-24",1
2025-06,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","60+",1
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","0-12",3
2025-06,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",3
2025-06,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",2
2025-06,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","18-24",1
2025-06,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",1
2025-06,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",2
2025-06,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",1
2025-06,"LETAIS_E_VIOLENTOS","FEMININO","18-24",1
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1526
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",2050
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",356
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",1988
2025-07,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1869
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3122
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1058
2025-07,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1385
2025-07,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",284
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",860
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1306
2025-07,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",52
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",164
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1300
2025-07,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",67
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",750
2025-07,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",520
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1274
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",386
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2049
2025-07,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",522
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",3751
2025-07,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1363
2025-07,"LETAIS_E_VIOLENTOS","FEMININO","25-39",9
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",251
2025-07,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",325
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",335
2025-07,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1143
2025-07,"TRANSITO","MASCULINO","18-24",437
2025-07,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1787
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",443
2025-07,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",528
2025-07,"TRANSITO","MASCULINO","25-39",739
2025-07,"TRANSITO","MASCULINO","40-59",563
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",175
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",306
2025-07,"TRANSITO","FEMININO","25-39",372
2025-07,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",378
2025-07,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",330
2025-07,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1364
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",146
2025-07,"TRANSITO","MASCULINO","60+",225
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",280
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",39
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",863
2025-07,"TRANSITO","FEMININO","40-59",305
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",70
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",36
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",66
2025-07,"TRANSITO","FEMININO","18-24",157
2025-07,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",345
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",105
2025-07,"TRANSITO","FEMININO","60+",131
2025-07,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",147
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",16
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",519
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",17
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",217
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",292
2025-07,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",92
2025-07,"ARMAS_E_MUNICOES","MASCULINO","40-59",19
2025-07,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",109
2025-07,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",30
2025-07,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",27
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",68
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",126
2025-07,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",180
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",38
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",28
2025-07,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",98
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",109
2025-07,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",70
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",88
2025-07,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",170
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",51
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",20
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",20
2025-07,"TRANSITO","MASCULINO","13-17",42
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",45
2025-07,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",16
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",18
2025-07,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",15
2025-07,"LETAIS_E_VIOLENTOS","MASCULINO","60+",6
2025-07,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","60+",2
2025-07,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",22
2025-07,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",110
2025-07,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",44
