ym,crime,sexo,faixa,occ_1_vitima
2024-08,"TRANSITO","IGNORADO","60+",2
2024-08,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",4
2024-08,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",3
2024-08,"LETAIS_E_VIOLENTOS","IGNORADO","0-12",1
2024-08,"FRAUDES_E_FE_PUBLICA","IGNORADO","18-24",4
2024-08,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",2
2024-08,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","0-12",1
2024-08,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",4
2024-08,"LETAIS_E_VIOLENTOS","FEMININO","40-59",3
2024-08,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",5
2024-08,"LETAIS_E_VIOLENTOS","FEMININO","18-24",4
2024-08,"ARMAS_E_MUNICOES","MASCULINO","13-17",1
2024-08,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",2
2024-08,"ARMAS_E_MUNICOES","MASCULINO","60+",5
2024-08,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",4
2024-08,"LETAIS_E_VIOLENTOS","MASCULINO","60+",3
2024-08,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","18-24",1
2024-08,"LETAIS_E_VIOLENTOS","FEMININO","60+",3
2024-08,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","60+",1
2024-08,"ARMAS_E_MUNICOES","MASCULINO","0-12",1
2024-08,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",3
2024-08,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",1
2024-08,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",1
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",8
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1345
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2358
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",887
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",768
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",613
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",161
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1644
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1095
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3448
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1244
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",1992
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",93
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1660
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",403
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",540
2024-09,"TRANSITO","FEMININO","18-24",153
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",3990
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",91
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1554
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",49
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2104
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",153
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1441
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",13
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",914
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",244
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",20
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1393
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1328
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",372
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",373
2024-09,"TRANSITO","MASCULINO","25-39",673
2024-09,"TRANSITO","FEMININO","40-59",336
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",560
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",311
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",377
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",276
2024-09,"TRANSITO","MASCULINO","13-17",43
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","18-24",5
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",428
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",184
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",250
2024-09,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1051
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",69
2024-09,"TRANSITO","MASCULINO","18-24",383
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",163
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",640
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",105
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",152
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",231
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","60+",11
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",293
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",47
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",317
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",377
2024-09,"ARMAS_E_MUNICOES","MASCULINO","40-59",16
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",11
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",13
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",878
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",104
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",132
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",28
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",38
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",33
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",5
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",124
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",20
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",129
2024-09,"TRANSITO","MASCULINO","40-59",553
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",482
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",53
2024-09,"TRANSITO","FEMININO","25-39",343
2024-09,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",193
2024-09,"TRANSITO","MASCULINO","60+",208
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",68
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",103
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",34
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",39
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",5
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",7
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",66
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",15
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",21
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",86
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",16
2024-09,"TRANSITO","MASCULINO","0-12",26
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",17
2024-09,"TRANSITO","FEMININO","60+",135
2024-09,"ARMAS_E_MUNICOES","MASCULINO","60+",12
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",39
2024-09,"ARMAS_E_MUNICOES","MASCULINO","25-39",28
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",37
2024-09,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",25
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",39
2024-09,"ARMAS_E_MUNICOES","FEMININO","60+",2
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",17
2024-09,"TRANSITO","FEMININO","13-17",32
2024-09,"TRANSITO","FEMININO","0-12",25
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",84
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",47
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",28
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",2
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",93
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",18
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",26
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",11
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",23
2024-09,"ARMAS_E_MUNICOES","MASCULINO","18-24",7
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",19
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",34
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",14
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",7
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",9
2024-09,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",2
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",20
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",3
2024-09,"FRAUDES_E_FE_PUBLICA","IGNORADO","60+",2
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",57
2024-09,"ARMAS_E_MUNICOES","FEMININO","25-39",13
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","40-59",1
2024-09,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",10
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",5
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",12
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",12
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",4
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",5
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",4
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",13
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",6
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",1
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",1
2024-09,"LETAIS_E_VIOLENTOS","FEMININO","25-39",9
2024-09,"ARMAS_E_MUNICOES","FEMININO","40-59",10
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","40-59",6
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",8
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",3
2024-09,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",5
2024-09,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",6
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",5
2024-09,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","60+",1
2024-09,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",6
2024-09,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2024-09,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",2
2024-09,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","0-12",3
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",3
2024-09,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",5
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",6
2024-09,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",4
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","13-17",3
2024-09,"TRANSITO","IGNORADO","40-59",1
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","40-59",3
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",3
2024-09,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",1
2024-09,"LETAIS_E_VIOLENTOS","FEMININO","60+",2
2024-09,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",2
2024-09,"ARMAS_E_MUNICOES","FEMININO","18-24",2
2024-09,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","0-12",1
2024-09,"ARMAS_E_MUNICOES","MASCULINO","0-12",1
2024-09,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",2
2024-09,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","60+",1
2024-09,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","0-12",1
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","60+",1204
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","40-59",1847
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","40-59",3707
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","60+",301
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","60+",297
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","18-24",94
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","13-17",60
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","13-17",120
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","40-59",2571
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","25-39",1608
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","18-24",429
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","13-17",37
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","40-59",1795
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","60+",828
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","40-59",1421
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","60+",1278
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","25-39",590
2024-10,"TRANSITO","FEMININO","25-39",406
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","40-59",231
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","25-39",1191
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","40-59",2120
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","18-24",1447
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","25-39",4280
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","0-12",199
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","40-59",388
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","25-39",1443
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","60+",1019
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","40-59",696
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","18-24",365
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","13-17",175
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","25-39",1466
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","60+",1070
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","25-39",2206
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","18-24",105
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","25-39",9
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","25-39",290
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","40-59",542
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","25-39",405
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","25-39",490
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","13-17",37
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","40-59",96
2024-10,"TRANSITO","MASCULINO","18-24",501
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","0-12",152
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","18-24",409
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","40-59",19
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","60+",1066
2024-10,"TRANSITO","MASCULINO","40-59",597
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","13-17",331
2024-10,"TRANSITO","FEMININO","18-24",192
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","18-24",460
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","FEMININO","0-12",88
2024-10,"TRANSITO","FEMININO","40-59",338
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","18-24",645
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","25-39",95
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","0-12",20
2024-10,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","0-12",1
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","60+",131
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","25-39",64
2024-10,"TRANSITO","MASCULINO","60+",234
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","60+",6
2024-10,"TRANSITO","MASCULINO","25-39",750
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","60+",138
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","0-12",174
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","0-12",186
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","40-59",41
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","0-12",11
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","25-39",5
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","18-24",7
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","MASCULINO","13-17",240
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","60+",15
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","0-12",47
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","60+",12
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","60+",14
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","0-12",11
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","13-17",20
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","18-24",3
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","25-39",5
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","25-39",50
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","60+",88
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","0-12",4
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","18-24",175
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","40-59",64
2024-10,"TRANSITO","FEMININO","60+",142
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","40-59",3
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","60+",12
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","40-59",81
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","13-17",31
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","25-39",8
2024-10,"TRANSITO","MASCULINO","13-17",50
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","13-17",14
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","25-39",53
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","25-39",114
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","60+",106
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","60+",14
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","MASCULINO","18-24",254
2024-10,"ARMAS_E_MUNICOES","MASCULINO","25-39",27
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","40-59",58
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","18-24",162
2024-10,"ORDEM_PUBLICA_E_OUTROS","FEMININO","0-12",22
2024-10,"ARMAS_E_MUNICOES","MASCULINO","40-59",22
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","18-24",16
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","25-39",43
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","18-24",18
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","60+",4
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","18-24",8
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","MASCULINO","13-17",21
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","13-17",36
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","13-17",21
2024-10,"ORDEM_PUBLICA_E_OUTROS","MASCULINO","13-17",20
2024-10,"ARMAS_E_MUNICOES","FEMININO","25-39",12
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","25-39",6
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","40-59",35
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","FEMININO","60+",11
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","18-24",15
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","18-24",3
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","FEMININO","13-17",24
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","0-12",5
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","25-39",19
2024-10,"PATRIMONIAIS_COM_VIOLENCIA","IGNORADO","25-39",4
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","IGNORADO","25-39",7
2024-10,"VULNERAVEIS_E_CUIDADO","MASCULINO","18-24",4
2024-10,"FRAUDES_E_FE_PUBLICA","IGNORADO","25-39",9
2024-10,"TRANSITO","FEMININO","13-17",35
2024-10,"TRANSITO","MASCULINO","0-12",31
2024-10,"FRAUDES_E_FE_PUBLICA","MASCULINO","13-17",16
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","60+",8
2024-10,"ARMAS_E_MUNICOES","FEMININO","40-59",14
2024-10,"FRAUDES_E_FE_PUBLICA","FEMININO","0-12",1
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","13-17",10
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","MASCULINO","0-12",8
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","25-39",6
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","MASCULINO","25-39",7
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","18-24",11
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","MASCULINO","40-59",7
2024-10,"TRANSITO","FEMININO","0-12",19
2024-10,"PATRIMONIAIS_SEM_VIOLENCIA","FEMININO","0-12",3
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","MASCULINO","13-17",1
2024-10,"ARMAS_E_MUNICOES","MASCULINO","60+",13
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","FEMININO","18-24",11
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","40-59",3
2024-10,"ARMAS_E_MUNICOES","MASCULINO","18-24",6
2024-10,"AMBIENTAIS_E_BEM_ESTAR_ANIMAL","FEMININO","60+",5
2024-10,"LETAIS_E_VIOLENTOS","IGNORADO","60+",1
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","25-39",2
2024-10,"VIOLENCIA_INTERPESSOAL_DOMESTICA","IGNORADO","40-59",4
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","13-17",2
2024-10,"FRAUDES_E_FE_PUBLICA","IGNORADO","40-59",9
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","MASCULINO","0-12",3
2024-10,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","40-59",2
2024-10,"ADMINISTRACAO_PUBLICA_E_JUSTICA","FEMININO","13-17",4
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","40-59",5
2024-10,"CRIMES_SEXUAIS_E_EXPLORACAO","IGNORADO","13-17",1
2024-10,"VULNERAVEIS_E_CUIDADO","FEMININO","40-59",19
2024-10,"DROGAS_E_ORGANIZACAO_CRIMINOSA","FEMININO","18-24",1
2024-10,"DISCRIMINACAO_E_DIREITOS_HUMANOS","IGNORADO","40-59",1
2024-10,"ARMAS_E_MUNICOES","FEMININO","18-24",1
2024-10,"TRANSITO","IGNORADO","25-39",1
2024-10,"TRANSITO","IGNORADO","18-24",1
2024-10,"LETAIS_E_VIOLENTOS","FEMININO","18-24",2
2024-10,"LETAIS_E_VIOLENTOS","MASCULINO","0-12",3
2024-10,"ARMAS_E_MUNICOES","FEMININO","60+",3
2024-10,"ORDEM_PUBLICA_E_OUTROS","IGNORADO","25-39",2
